10221249,1541252,22937,363,280893064,55737322,29498280,929.073,929.073
9606591,1410932,86744,2636,291754657,36191671,29034713,914.918,914.92
9024850,1320075,129907,7325,300874887,32044381,27163007,900.799,901.323
9638852,1266545,114081,8147,301976365,35971363,28808950,922.296,922.414
9036469,1276305,132630,10139,302919728,30943511,27422647,901.828,902.423
10649449,1311991,71097,1172,293602279,37001445,32247471,951.616,951.841
9591595,1251667,114265,10022,302765044,32125985,29083357,920.78,921.982
11611869,1237215,57135,1254,300843960,44359071,34251726,991.548,1001.4
10696704,1255021,82623,4089,300587984,34703488,32439364,958.767,1047.98
-
10221249,1541252,22937,363,280893064,55737322,29498280,929.073,929.073
9606591,1410932,86744,2636,291754657,36191671,29034713,914.918,914.92
9024850,1320075,129907,7325,300874887,32044381,27163007,900.799,901.323
9638852,1266545,114081,8147,301976365,35971363,28808950,922.296,922.414
9036469,1276305,132630,10139,302919728,30943511,27422647,901.828,902.423
10649449,1311991,71097,1172,293602279,37001445,32247471,951.616,951.841
9591595,1251667,114265,10022,302765044,32125985,29083357,920.78,921.982
11611869,1237215,57135,1254,300843960,44359071,34251726,991.548,1001.4
10696704,1255021,82623,4089,300587984,34703488,32439364,958.767,1047.98
-
10221249,1541252,22937,363,280893064,55737322,29498280,929.073,929.073
9606591,1410932,86744,2636,291754657,36191671,29034713,914.918,914.92
9024850,1320075,129907,7325,300874887,32044381,27163007,900.799,901.323
9638852,1266545,114081,8147,301976365,35971363,28808950,922.296,922.414
9036469,1276305,132630,10139,302919728,30943511,27422647,901.828,902.423
10649449,1311991,71097,1172,293602279,37001445,32247471,951.616,951.841
9591595,1251667,114265,10022,302765044,32125985,29083357,920.78,921.982
11611869,1237215,57135,1254,300843960,44359071,34251726,991.548,1001.4
10696704,1255021,82623,4089,300587984,34703488,32439364,958.767,1047.98
-
