344452,158440,32800,55231,139704,58331,15106,84783,14.6522,
319776,238909,71504,23269,77527,58682,4668,41378,15.4011,
318175,262908,73753,18129,65340,49814,3171,29809,15.5375,
300835,263428,71087,17257,67625,50569,3184,29610,15.7397,
298339,277306,71697,14541,60002,44232,2653,24118,15.9363,
290792,241188,71840,20729,77604,58410,4220,40321,15.7702,
294396,275149,73662,15050,63550,48103,2682,25845,15.9847,
273001,212281,65378,26995,91202,64554,7310,61026,15.8102,
268576,250981,75362,18293,74125,56181,3761,35828,16.1807,
